VentaID;FechaVenta;HoraVenta;SucursalNombre;CiudadSucursal;VendedorNombre;ClienteNombre;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta
809;31/01/2019;3:49:09 p. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Tadeo Buendía-Valls;M;46;tadeo9@yahoo.com;+34628300158;cra 39 #68-37;No Especificado;Asus VivoBook 15;Asus;2;2400000;4800000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;15;11560000
810;8/12/2018;6:45:07 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Guadalupe Garcia Salvador;M;27;guadalupe30@hotmail.com;+34912862634;cll 59 #47-79;Efectivo;Apple MacBook Pro 16;Apple;1;9600000;9600000;Acer Swift 3;Acer;2;2600000;5200000;;;null;null;null;1;13320000
811;24/09/2014;8:18:59 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Marcela Cid Casado;F;32;marcela61@gmail.com;+34823074966;cra 12 #54-54;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
812;17/04/2015;2:10:22 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Visitación Infante Blasco;F;47;visitacion12@gmail.com;+34847493408;cll 56 #24-85;Tarjeta Crédito;Asus ZenBook 14;Asus;1;3800000;3800000;;;null;null;null;;;null;null;null;0;3800000
813;11/08/2025;10:03:26 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Mamen África Elías Roselló;F;41;mamen97@yahoo.com;+34945611741;cra 16 #91-35;Tarjeta Crédito;HP Spectre x360;HP;1;5200000;5200000;Dell XPS 13;Dell;1;4800000;4800000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;0;18800000
814;11/04/2016;12:38:58 a. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Martina de Alegria;F;41;martina56@hotmail.com;+34936523020;cll 14 #63-37;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;HP Pavilion 15;HP;1;3500000;3500000;0;22700000
815;28/12/2019;7:09:24 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Jose Ramón Chacón Armas;M;47;jose38@hotmail.com;+34948396128;cll 55 #80-57;Efectivo;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;;;null;null;null;0;4400000
816;15/03/2015;12:17:43 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Clara Díaz Quintanilla;F;29;clara55@gmail.com;+34652500392;cll 68 #20-58;Tarjeta Débito;HP Pavilion 15;HP;1;3500000;3500000;MSI GE76 Raider;MSI;2;10000000;20000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;0;30300000
817;10/03/2015;11:12:15 p. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Marisol Palmer Yáñez;F;23;marisol3@gmail.com;+34882177644;cra 32 #80-28;Billetera Digital;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;0;28000000
818;10/06/2017;11:29:05 p. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Felipe Carrera Puerta;M;25;felipe15@yahoo.com;+34871653064;cll 66 #14-16;No Especificado;HP Envy 13;HP;2;4000000;8000000;;;null;null;null;;;null;null;null;0;8000000
819;9/11/2021;4:10:01 p. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;José Luis Pérez Salamanca;M;29;jose34@yahoo.com;+34921079806;cra 75 #42-97;Tarjeta Débito;Dell Alienware m15;Dell;2;8000000;16000000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;5;28880000
820;26/12/2017;6:07:44 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Rómulo Sureda Llopis;M;41;romulo47@hotmail.com;+34901983402;cll 4 #4-4;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
821;2/04/2020;12:25:43 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Adolfo Diaz;M;36;adolfo70@gmail.com;+34978442118;cll 26 #45-78;Tarjeta Crédito;HP Spectre x360;HP;1;5200000;5200000;Apple MacBook Air M1;Apple;2;5500000;11000000;;;null;null;null;5;15390000
822;13/08/2020;7:47:18 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Nidia Múgica Varela;F;42;nidia79@gmail.com;+34982256852;cra 20 #57-52;Tarjeta Débito;Dell Inspiron 15;Dell;2;3000000;6000000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;0;10400000
823;16/10/2022;1:57:57 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Augusto Roldán Lladó;M;44;augusto53@yahoo.com;+34845995013;cra 56 #33-20;Tarjeta Crédito;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;;;null;null;null;;;null;null;null;5;9120000
824;22/01/2020;7:34:15 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Espiridión Paredes Sanabria;M;29;espiridion4@yahoo.com;+34949076971;cll 47 #70-57;Tarjeta Débito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;HP Pavilion 15;HP;1;3500000;3500000;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;0;23500000
825;8/11/2017;5:47:52 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Pelayo Rivera Barragán;M;18;pelayo27@gmail.com;+34886479235;cll 11 #83-37;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
826;21/02/2021;8:07:27 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Anselmo Puente Segarra;M;40;anselmo29@yahoo.com;+34807535586;cll 78 #28-87;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;;;null;null;null;;;null;null;null;0;5600000
827;22/12/2018;6:09:27 a. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Juan Pablo Garmendia;M;19;juan78@yahoo.com;+34974368883;cll 50 #57-56;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Apple MacBook Pro 14;Apple;1;8000000;8000000;Dell Inspiron 15;Dell;1;3000000;3000000;0;18200000
828;11/10/2022;1:53:54 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Gerardo Lastra Villalobos;M;44;gerardo39@gmail.com;+34827316173;cll 80 #21-93;Tarjeta Crédito;Asus TUF Gaming A15;Asus;2;4800000;9600000;Acer Aspire 5;Acer;2;2000000;4000000;;;null;null;null;0;13600000
829;2/03/2021;4:10:49 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Raúl del Campos;M;18;raul62@gmail.com;+34843663898;cll 68 #5-49;Tarjeta Crédito;Asus VivoBook 15;Asus;1;2400000;2400000;;;null;null;null;;;null;null;null;0;2400000
830;4/03/2019;7:19:17 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Pacífica Montoya Ferrández;F;42;pacifica29@hotmail.com;+34824577257;cll 70 #12-45;Tarjeta Débito;HP Spectre x360;HP;2;5200000;10400000;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;0;22400000
831;17/05/2023;11:31:48 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Heriberto Riquelme-Frías;M;33;heriberto59@hotmail.com;+34912899604;cll 85 #50-33;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;;;null;null;null;0;16000000
832;26/12/2016;5:23:23 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Felicidad de Cárdenas;F;27;felicidad82@gmail.com;+34835345927;cll 15 #56-14;Transferencia;Dell XPS 13;Dell;2;4800000;9600000;Razer Blade 17;Razer;2;10000000;20000000;Apple iMac 24;Apple;1;6400000;6400000;0;36000000
833;27/04/2020;7:23:36 p. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Jafet Velasco Giménez;M;30;jafet4@gmail.com;+34924123953;cra 85 #67-34;Tarjeta Crédito;Dell Inspiron 15;Dell;2;3000000;6000000;HP Spectre x360;HP;1;5200000;5200000;MSI GE76 Raider;MSI;2;10000000;20000000;0;31200000
834;9/08/2019;4:55:26 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Ciríaco Mate Agustí;M;35;ciriaco97@hotmail.com;+34849475455;cll 77 #68-71;Transferencia;Asus TUF Gaming A15;Asus;1;4800000;4800000;HP Pavilion 15;HP;2;3500000;7000000;Asus VivoBook 15;Asus;1;2400000;2400000;0;14200000
835;19/02/2022;4:03:33 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Bartolomé Echevarría Bauzà;M;47;bartolome11@gmail.com;+34921752367;cra 24 #5-51;Efectivo;Acer Nitro 5;Acer;2;4000000;8000000;Microsoft Surface Laptop 4;Microsoft;1;5200000;5200000;;;null;null;null;5;12540000
836;28/02/2015;5:26:52 a. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Mariano Cordero Donaire;M;37;mariano14@yahoo.com;+34869033055;cll 72 #51-61;Billetera Digital;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;;;null;null;null;0;13600000
837;14/03/2021;9:07:41 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Rocío de Hervia;F;46;rocio12@yahoo.com;+34881185254;cll 48 #2-77;Tarjeta Crédito;Dell Alienware m15;Dell;1;8000000;8000000;;;null;null;null;;;null;null;null;5;7600000
838;24/09/2023;9:55:28 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Leonor Lola Agudo Murillo;F;29;leonor58@gmail.com;+34920121767;cra 81 #25-75;Efectivo;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
839;6/07/2015;3:23:48 p. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Fito Augusto Redondo Verdugo;M;25;fito25@hotmail.com;+34980932151;cra 65 #40-40;Tarjeta Débito;MSI GS66 Stealth;MSI;1;8000000;8000000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;HP Omen 16;HP;2;6000000;12000000;5;23180000
840;15/02/2023;8:12:03 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Javi Sanz Gascón;M;36;javi39@hotmail.com;+34949688957;cll 5 #73-49;Tarjeta Crédito;Asus ZenBook 14;Asus;2;3800000;7600000;Asus VivoBook 15;Asus;1;2400000;2400000;Dell XPS 13;Dell;2;4800000;9600000;0;19600000
841;28/10/2021;8:58:33 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Consuelo Company-Barberá;F;35;consuelo92@gmail.com;+34867560163;cra 6 #31-83;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;0;8000000
842;3/02/2020;12:05:28 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Evaristo Segarra-Tamarit;M;21;evaristo73@gmail.com;+34953140928;cll 5 #39-44;Transferencia;Dell Inspiron 15;Dell;1;3000000;3000000;;;null;null;null;;;null;null;null;0;3000000
843;17/06/2021;8:29:11 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Gilberto del Guerra;M;39;gilberto35@gmail.com;+34927644409;cll 81 #66-48;Transferencia;HP Envy 13;HP;2;4000000;8000000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;0;12400000
844;16/01/2024;2:00:13 p. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Eloísa del Jurado;F;24;eloisa8@gmail.com;+34883646511;cra 85 #51-56;Tarjeta Débito;HP Envy 13;HP;1;4000000;4000000;Dell Inspiron 15;Dell;2;3000000;6000000;;;null;null;null;15;8500000
845;30/11/2018;9:37:36 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Rogelio Perales Piña;M;49;rogelio47@yahoo.com;+34876992258;cll 70 #44-23;Transferencia;Apple MacBook Pro 14;Apple;2;8000000;16000000;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;1;23760000
846;25/04/2017;7:58:40 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Santos Ureña Santos;M;46;santos93@hotmail.com;+34848080459;cra 42 #41-8;No Especificado;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;;;null;null;null;5;15200000
847;22/12/2024;5:05:45 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Javi Fernandez Juárez;M;44;javi96@hotmail.com;+34828074022;cll 68 #33-29;Billetera Digital;HP Omen 16;HP;1;6000000;6000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;0;12800000
848;24/10/2019;6:20:02 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Amílcar del Hurtado;M;48;amilcar84@gmail.com;+34875185271;cra 5 #4-7;Billetera Digital;HP Spectre x360;HP;1;5200000;5200000;Dell Alienware m15;Dell;1;8000000;8000000;;;null;null;null;0;13200000
849;18/09/2020;9:13:26 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Cintia Arenas-Mariño;F;24;cintia75@hotmail.com;+34944525041;cra 61 #86-8;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;0;23200000
850;25/02/2016;6:46:31 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Primitivo Cadenas Rojas;M;30;primitivo6@yahoo.com;+34922705027;cll 93 #13-62;Transferencia;Dell Latitude 7420;Dell;1;5600000;5600000;Microsoft Surface Book 3;Microsoft;2;6400000;12800000;Apple iMac 24;Apple;1;6400000;6400000;0;24800000
851;20/02/2019;9:25:38 a. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Valerio Crespi Peñas;M;23;valerio9@gmail.com;+34917966177;cra 17 #29-15;Efectivo;Dell Inspiron 15;Dell;1;3000000;3000000;;;null;null;null;;;null;null;null;15;2550000
852;6/03/2018;10:09:00 p. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Claudio Abella Sáez;M;19;claudio58@gmail.com;+34985746980;cll 1 #86-18;No Especificado;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Acer Aspire 5;Acer;1;2000000;2000000;Asus TUF Gaming A15;Asus;1;4800000;4800000;1;10080000
853;13/06/2022;12:27:16 a. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Luna Rocamora;F;27;luna18@hotmail.com;+34979401491;cll 14 #3-17;Tarjeta Débito;Acer Aspire 5;Acer;1;2000000;2000000;HP Pavilion 15;HP;2;3500000;7000000;;;null;null;null;0;9000000
854;12/10/2017;7:12:26 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Severiano de Portero;M;40;severiano77@gmail.com;+34827474452;cll 60 #16-74;Tarjeta Crédito;Asus TUF Gaming A15;Asus;2;4800000;9600000;;;null;null;null;;;null;null;null;0;9600000
855;29/06/2021;4:08:35 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Catalina Daza;F;32;catalina66@gmail.com;+34723131123;cra 14 #70-40;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Dell XPS 13;Dell;1;4800000;4800000;Dell Inspiron 15;Dell;2;3000000;6000000;1;12240000
856;14/09/2014;11:45:35 p. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Chus Lozano Diéguez;M;42;No especificado;+34882731105;cll 1 #41-83;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;HP Spectre x360;HP;1;5200000;5200000;0;16800000
857;27/01/2017;6:57:47 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Teodora Ribes-Busquets;F;36;teodora26@yahoo.com;+34971118586;cll 89 #65-6;Billetera Digital;Dell Latitude 7420;Dell;2;5600000;11200000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;1;16200000
858;21/12/2015;10:05:16 a. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Chus Saura Amigó;M;20;chus66@hotmail.com;+34941637638;cll 69 #77-27;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;0;18800000
859;24/06/2019;11:17:14 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Eric Moles-Carro;M;37;eric69@hotmail.com;+34880687413;cra 65 #66-32;Transferencia;HP Omen 16;HP;2;6000000;12000000;Asus VivoBook 15;Asus;2;2400000;4800000;Asus ROG Strix G15;Asus;1;6400000;6400000;5;22040000
860;15/02/2025;12:56:15 a. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Eladio Pla Hidalgo;M;29;eladio48@gmail.com;+34986668052;cll 87 #19-71;Tarjeta Crédito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
861;30/07/2016;12:23:20 p. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Efraín Folch;M;43;efrain37@hotmail.com;+34972215459;cll 80 #90-92;Tarjeta Débito;HP Pavilion 15;HP;1;3500000;3500000;HP Envy 13;HP;2;4000000;8000000;;;null;null;null;1;10350000
862;14/10/2022;5:03:25 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Amílcar Rubio Murcia;M;24;amilcar89@gmail.com;+34947443686;cll 12 #14-35;Transferencia;HP Pavilion 15;HP;1;3500000;3500000;Asus VivoBook 15;Asus;1;2400000;2400000;;;null;null;null;0;5900000
863;23/11/2020;3:39:48 p. m.;Techcore Pereira;Pereira;María Ramírez Pou;Pablo Onofre Madrigal Rivera;M;18;pablo15@hotmail.com;+34874990252;cll 7 #59-60;Billetera Digital;HP Spectre x360;HP;2;5200000;10400000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Dell Inspiron 15;Dell;1;3000000;3000000;0;20200000
864;13/09/2016;12:57:44 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Joaquina Salinas Bertrán;F;41;joaquina12@hotmail.com;+34944956527;cra 57 #67-76;Transferencia;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;Asus VivoBook 15;Asus;1;2400000;2400000;HP Spectre x360;HP;1;5200000;5200000;0;13200000
865;7/09/2017;11:24:55 a. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Marcos Mesa-Pedro;M;27;marcos84@hotmail.com;+34872020692;cra 11 #48-60;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
866;25/08/2018;1:21:49 p. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Ulises Donaire;M;46;ulises53@hotmail.com;+34689765636;cll 93 #39-75;Efectivo;HP Omen 16;HP;2;6000000;12000000;HP Pavilion 15;HP;1;3500000;3500000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;0;19900000
867;6/08/2017;4:54:35 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Cebrián Becerra Cerdá;M;34;cebrian64@yahoo.com;+34941588778;cra 99 #49-66;No Especificado;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
868;8/08/2024;9:54:54 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Che Salvador Pedrero;M;44;che78@hotmail.com;+34872721054;cll 78 #95-40;Transferencia;Dell Alienware m15;Dell;2;8000000;16000000;Dell Inspiron 15;Dell;1;3000000;3000000;HP Spectre x360;HP;2;5200000;10400000;15;24990000
869;21/06/2019;4:07:39 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Otilia de Piñeiro;F;29;otilia67@gmail.com;+34854209965;cra 71 #56-15;Transferencia;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Apple MacBook Pro 14;Apple;1;8000000;8000000;;;null;null;null;0;12400000
870;22/05/2016;9:39:39 p. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Olimpia Palma Bertrán;F;40;olimpia26@hotmail.com;+34848375391;cll 91 #71-96;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Acer Nitro 5;Acer;1;4000000;4000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;15;11560000
871;23/03/2024;4:30:49 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Bruno Piquer Cañete;M;29;bruno89@yahoo.com;+34874833920;cra 35 #50-16;Transferencia;Apple MacBook Pro 16;Apple;2;9600000;19200000;Dell XPS 13;Dell;2;4800000;9600000;;;null;null;null;0;28800000
872;18/11/2024;3:30:13 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Rolando Tejero-Iñiguez;M;22;rolando59@yahoo.com;+34946515579;cra 27 #84-5;Tarjeta Crédito;HP Pavilion 15;HP;2;3500000;7000000;Apple MacBook Pro 16;Apple;2;9600000;19200000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;5;29070000
873;20/04/2015;6:44:32 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Victor Rodrigo Borja;M;50;victor6@hotmail.com;+34886354613;cra 97 #91-5;No Especificado;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Asus VivoBook 15;Asus;1;2400000;2400000;Acer Nitro 5;Acer;1;4000000;4000000;1;11880000
874;4/07/2019;8:18:08 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;José Ángel Urbano Solano Sánchez;M;51;jose36@yahoo.com;+34980650440;cra 82 #1-27;Tarjeta Débito;HP Envy 13;HP;2;4000000;8000000;;;null;null;null;;;null;null;null;5;7600000
875;29/06/2016;11:56:05 p. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Rogelio Fabricio Salazar Madrigal;M;39;rogelio34@gmail.com;+34800378410;cra 93 #39-59;Transferencia;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;;;null;null;null;0;4400000
876;19/04/2021;9:55:41 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Paloma Olivera Casal;F;36;paloma32@yahoo.com;+34987119005;cll 28 #8-41;Efectivo;Acer Nitro 5;Acer;1;4000000;4000000;Dell XPS 13;Dell;2;4800000;9600000;;;null;null;null;0;13600000
877;19/09/2014;12:39:22 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Violeta Ocaña Ruiz;F;46;violeta83@yahoo.com;+34984630022;cra 83 #77-33;Tarjeta Débito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;Acer Aspire 5;Acer;2;2000000;4000000;Apple iMac 24;Apple;2;6400000;12800000;0;25600000
878;21/03/2025;3:53:21 a. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Consuelo Bosch Cuesta;F;26;No especificado;+34823382520;cra 81 #24-16;Tarjeta Débito;Dell XPS 13;Dell;1;4800000;4800000;;;null;null;null;;;null;null;null;5;4560000
879;1/03/2021;12:10:49 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;María Cristina Mulet Espinosa;F;33;maria20@hotmail.com;+34880830983;cll 98 #33-2;Efectivo;HP Pavilion 15;HP;1;3500000;3500000;Acer Swift 3;Acer;2;2600000;5200000;;;null;null;null;1;7830000
880;19/08/2021;4:12:03 a. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Matías Arana Bermúdez;M;44;matias16@hotmail.com;+34975950789;cll 75 #56-54;Tarjeta Crédito;Asus ZenBook 14;Asus;1;3800000;3800000;Apple MacBook Pro 14;Apple;1;8000000;8000000;Asus VivoBook 15;Asus;1;2400000;2400000;0;14200000
881;3/08/2021;2:16:22 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Merche Olivares Ledesma;F;26;merche99@hotmail.com;+34868894452;cll 40 #41-62;Transferencia;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
882;12/04/2017;7:28:52 a. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Cecilio Poza Pacheco;M;19;cecilio31@yahoo.com;+34947647626;cra 55 #23-30;Tarjeta Crédito;HP Omen 16;HP;1;6000000;6000000;Apple iMac 24;Apple;2;6400000;12800000;Dell Alienware m15;Dell;1;8000000;8000000;5;25460000
883;24/10/2019;9:08:01 p. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Clímaco Alfonso Francisco Montaña;M;43;climaco89@yahoo.com;+34842529457;cra 91 #54-70;Billetera Digital;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;;;null;null;null;0;5200000
884;29/05/2023;7:09:05 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;María Ángeles Barceló Zabaleta;F;38;No especificado;+34926804968;cll 74 #48-17;Tarjeta Débito;HP Omen 16;HP;1;6000000;6000000;Acer Swift 3;Acer;2;2600000;5200000;HP Envy 13;HP;1;4000000;4000000;0;15200000
885;25/01/2025;9:22:14 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Teodoro Villalba Figuerola;M;40;teodoro45@hotmail.com;+34987683110;cra 37 #83-43;Billetera Digital;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
886;4/12/2024;10:34:46 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Juan Manuel Palomo Royo;M;40;juan57@hotmail.com;+34881517926;cll 30 #76-20;Tarjeta Débito;Dell Latitude 7420;Dell;2;5600000;11200000;Dell Alienware m15;Dell;2;8000000;16000000;Microsoft Surface Go 3;Microsoft;1;3000000;3000000;0;30200000
887;12/09/2015;3:43:43 p. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Raimundo Araujo Pomares;M;21;raimundo28@hotmail.com;+34822443202;cll 40 #56-82;Efectivo;Acer Swift 3;Acer;1;2600000;2600000;;;null;null;null;;;null;null;null;1;2340000
888;31/12/2022;1:35:05 p. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Ainara Río Ferreras;F;38;ainara10@hotmail.com;+34874027796;cll 69 #24-47;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
889;14/12/2016;2:17:07 p. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Felisa Loida Castell Julián;F;51;felisa55@gmail.com;+34821703841;cra 36 #85-49;Transferencia;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;;;null;null;null;0;4400000
